"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
fmri_sum_onset_check,fmri_data,,checkbox,"7) Confirm this onset file has been added to the BIDS directory under: BIDSdat/raw_data/sub-XXX/ses-X/beh/","0, sub-XXX_ses-1_task-fmritask_blockonset_events.tsv",,,,,,"[fmri_sum_script]='1' or [fmri_sum_resolved]='1'",y,,,,,"confirmation of fmri onset files"
fmri_pp_status,fmri_preprocessing,"fMRI Visit Information",calc,"fMRI visit was completed on:","if([fmri_complete]='1', if([fmri_visit]='1', 7, [fmri_dif_visit]), 'fMRI not completed')",,,,,,,y,,,,,"fmri task completed on visit 7?"
fmri_pp_date,fmri_preprocessing,,calc,"fMRI date:","if([fmri_visit]='1', [baseline_arm_1][v7_date], [fmri_dif_date])",,,,,,[fmri_complete]='1',y,,,,,"fmri task completed on visit 7?"
fmri_pp_age,fmri_preprocessing,,calc,"fMRI child age:","if([fmri_visit]='1', [baseline_arm_1][v7_age], round(datediff([fmri_dif_date], [baseline_arm_1][ch_dob], ""y""),2))",,,,,,[fmri_complete]='1',y,,,,,"fmri task completed on visit 7?"
fmri_pp_scans,fmri_preprocessing,"fMRI Scan Data Information",checkbox,"Confirm scans that were completed:","0, MPRAGE | 1, Resting-State Scan | 2, Food-Cue Paradigm 1 | 3, Food-Cue Paradigm 2 | 4, Food-Cue Paradigm 3 | 5, Food-Cue Paradigm 4 | 6, Food-Cue Paradigm 5 | 7, Field Map",,,,,,[fmri_complete]='1',y,,,,,
fmri_pp_missingscans,fmri_preprocessing,,descriptive,"Scans that are missing:
[fmri_pp_scans:unchecked]",,,,,,,"[fmri_complete]='1' AND sum([fmri_pp_scans(0)], [fmri_pp_scans(1)], [fmri_pp_scans(2)], [fmri_pp_scans(3)], [fmri_pp_scans(4)], [fmri_pp_scans(5)], [fmri_pp_scans(6)], [fmri_pp_scans(7)]) < 7",,,,,,
fmri_pp_missingscan_notes,fmri_preprocessing,,notes,"Missing scans notes:

Email lead RA/grad student regarding missing files",,,,,,,"sum([fmri_pp_scans(0)], [fmri_pp_scans(1)], [fmri_pp_scans(2)], [fmri_pp_scans(3)], [fmri_pp_scans(4)], [fmri_pp_scans(5)], [fmri_pp_scans(6)], [fmri_pp_scans(7)]) < 7",y,,,,,
fmri_missingscans_resolve,fmri_preprocessing,,radio,"Resolve missing scans (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"sum([fmri_pp_scans(0)], [fmri_pp_scans(1)], [fmri_pp_scans(2)], [fmri_pp_scans(3)], [fmri_pp_scans(4)], [fmri_pp_scans(5)], [fmri_pp_scans(6)], [fmri_pp_scans(7)]) < 7 OR [fmri_pp_missingscan_notes]<>''",y,,,,,
fmri_pp_physio,fmri_preprocessing,,yesno,"Was physiological data collected?",,,,,,,[fmri_complete]='1',,,,,,
fmri_pp_missingphysio_notes,fmri_preprocessing,,notes,"Missing phisiological data:

Email lead RA/grad student regarding missing files",,,,,,,[fmri_pp_physio]='0',y,,,,,
fmri_physio_resolved,fmri_preprocessing,,radio,"Resolve missing physiological data (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"[fmri_pp_physio]='0' OR [fmri_pp_missingphysio_notes]<>''",y,,,,,
fmri_pp_extrascans,fmri_preprocessing,,yesno,"Were extra scans completed?

Examples: participant exited the scanner and needed to re-start a scan, participant moved during MPRAGE, etc",,,,,,,[fmri_complete]='1',,,,,,
fmri_pp_extrascans_complete,fmri_preprocessing,,checkbox,"Check if there was an extra scan completed:","0, MPRAGE | 1, Resting-State Scan | 2, Food-Cue Paradigm 1 | 3, Food-Cue Paradigm 2 | 4, Food-Cue Paradigm 3 | 5, Food-Cue Paradigm 4 | 6, Food-Cue Paradigm 5 | 7, Field Map",,,,,,"[fmri_complete]='1' AND [fmri_pp_extrascans]='1'",y,,,,,
fmri_pp_save,fmri_preprocessing,"Preprocessing Steps",radio,"1) Transfer raw DICOMS to ROAR and re-name 

**provide naming instructions and directory location","0, Incomplete | 1, Complete | 2, Error",,,,,,[fmri_complete]='1',,,,,,
fmri_pp_save_issues,fmri_preprocessing,,notes,"Detail Issues with transferring DICOMS to RAOR

Email lead RA/grad student regarding issues",,,,,,,"[fmri_pp_save] = '2' OR [fmri_pp_save_issues]<>''",y,,,,,
fmri_pp_save_resolved,fmri_preprocessing,,radio,"Issues with saving DICOMS to ROAR (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"[fmri_pp_save] = '2' OR [fmri_pp_save_issues]<>''",y,,,,,
fmri_pp_save_physio,fmri_preprocessing,,radio,"2) Request and then transfer raw physiological data to ROAR and re-name 

**provide naming instructions and directory location","0, Incomplete | 1, Complete | 2, Data Requested | 3, Error",,,,,,[fmri_complete]='1',,,,,,
fmri_pp_physio_issues,fmri_preprocessing,,notes,"Detail Issues with transferring physiological data to RAOR

Email lead RA/grad student regarding issues",,,,,,,"[fmri_pp_save_physio] = '3' OR [fmri_pp_physio_issues]<>''",y,,,,,
fmri_pp_physio_resolved,fmri_preprocessing,,radio,"Issues with saving physiological data to ROAR (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"[fmri_pp_save_physio] = '3' OR [fmri_pp_physio_issues]<>''",y,,,,,
fmri_pp_scans_roar,fmri_preprocessing,,checkbox,"3a) Confirm all scans transferred to ROAR:","0, MPRAGE | 1, Resting-State Scan | 2, Food-Cue Paradigm 1 | 3, Food-Cue Paradigm 2 | 4, Food-Cue Paradigm 3 | 5, Food-Cue Paradigm 4 | 6, Food-Cue Paradigm 5 | 7, Field Map",,,,,,"[fmri_complete]='1' AND ([fmri_pp_save]='1' OR [fmri_pp_save_resolved]='1')",y,,,,,
fmri_pp_rename,fmri_preprocessing,,radio,"3b) Rename the extra scans that will not be used in fmriPrep:

**add instructions","0, Incomplete | 1, Consistent | 2, Errors/Questions",,,,,,[fmri_pp_extrascans]='1',y,,,,,
fmri_pp_rename_notes,fmri_preprocessing,,notes,"Re-naming extra scans notes and questions:

1) List how scans were re-named.

2) Email lead RA/grad student with questions",,,,,,,[fmri_pp_extrascans]='1',y,,,,,
fmri_pp_bids,fmri_preprocessing,,radio,"4) Run BIDS formatting script

**add details","0, Incomplete | 1, Consistent | 2, Errors",,,,,,"[fmri_rawbids_check_v2(0)]<>'1' AND [fmri_org_script_v2]='1'",,,,,,
fmri_pp_bids_notes,fmri_preprocessing,,notes,"BIDS organizaiton notes:

Email lead RA/grad student regarding missing file",,,,,,,"[fmri_pp_bids]='2' OR [fmri_pp_bids_notes]<>''",y,,,,,
fmri_pp_bids_resolve,fmri_preprocessing,,radio,"Resolve BIDS organization error (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"[fmri_pp_bids]='2' OR [fmri_pp_bids_notes]<>''",y,,,,,"missing BIDS org go-no go files resolved"
fmri_pp_prep,fmri_preprocessing,,radio,"5) Run fmriPrep

**add details","0, Incomplete | 1, Complete | 2, Error",,,,,,"[fmri_pp_bids]='1' OR [fmri_pp_bids_resolve]='1'",y,,,,,
fmri_pp_prep_notes,fmri_preprocessing,,notes,"fmriPrep Error:

Email lead RA/ grad student with exact error message",,,,,,,"[fmri_pp_prep]='2' OR [fmri_pp_prep_notes]<>''",y,,,,,
fmri_pp_prep_resolve,fmri_preprocessing,,radio,"fmriPrep Error (to be determined by lead RA/grad student):
","0, Unresolved | 1, Resolved",,,,,,"[fmri_pp_prep]='2' OR [fmri_pp_prep_notes]<>''",y,,,,,
fmri_pp_prepqc,fmri_preprocessing,,radio,"6) fmriPrep QC

**add details","0, Incomplete | 1, Complete | 2, Error",,,,,,"[fmri_pp_bids]='1' OR [fmri_pp_bids_resolve]='1'",y,,,,,
ms_coding_ps,ps_microstructure_new,,radio,"Participant videos collected and ready to be coded?","1, Yes | 2, No",,,,,,,,,,,,
ps_meal_exist,ps_meal_microstructure_phase_1,,yesno,"Meal Video Collected?",,,,,,,,,,,,,
ps_meal,ps_meal_microstructure_phase_1,,radio,"Meal Portion Size","0, Portion Size 1 (100%) | 1, Portion Size 2 (130%) | 2, Portion Size 3 (160%) | 4, Portion Size 4 (190%)",,,,,,[ps_meal_exist]='1',,,,,,
ps_visit,ps_meal_microstructure_phase_1,,radio,"[ps_meal:checked] Completed at Visit:","0, Visit 2 | 1, Visit 3 | 2, Visit 4 | 3, Visit 5",,,,,,[ps_meal_exist]='1',y,,,,,
ps_visit_age,ps_meal_microstructure_phase_1,,calc,"Age at [ps_meal:checked] Meal","if([ps_visit] = '0', [baseline_arm_1][v2_age], if([ps_visit] = '1', [baseline_arm_1][v3_age], if([ps_visit] = '2', [baseline_arm_1][v4_age], if([ps_visit] = '3', [baseline_arm_1][v5_age], 'NaN'))))",,,,,,[ps_meal_exist]='1',,,,,,
ps_reader,ps_meal_microstructure_phase_1,,radio,"Was the Parent or the Researcher Reading to the Child During the Meal?","0, Researcher | 1, Parent | 2, Audible",,,,,,[ps_meal_exist]='1',y,,,,,
ps_saved_cloud,ps_meal_microstructure_phase_1,,radio,"1) Meal was saved according to portions size, not visit number on OneDrive

Save to: Save to: .../Participant_Data/Noldus Videos/BehavioralCoding/ProtionSizeVideos","0, Incomplete | 1, Complete | 2, Error",,,,,,[ps_meal_exist]='1',y,,,,,
ps_videosave_notes,ps_meal_microstructure_phase_1,,notes,"Meal Portion Size Video Saving Error:

1) Copy exact error message/issue in text box
2) Email Senior RA with error/issue 
3) Mark status as 'Incomplete' at bottom of form",,,,,,,[ps_saved_cloud]='2',y,,,,,
ps_resolve_save,ps_meal_microstructure_phase_1,,radio,"Resolve Error Saving Portion Size Video","0, Unresolved | 1, Resolved",,,,,,[ps_saved_cloud]='2',y,,,,,
ps_meal_code_ph1,ps_meal_microstructure_phase_1,,radio,"Meal Coded?","1, Yes | 0, No",,,,,,"[ps_saved_cloud] = '1' OR [ps_resolve_save]='1'",,,,,,
ps_meal_reason_ph1,ps_meal_microstructure_phase_1,,notes,"Detail reason for not coding video:

1) Describe why video was not coded in text box
2) Email Senior RA with error/issue 
3) Mark status as 'Incomplete' at bottom of form",,,,,,,"[ps_meal_code_ph1] = '0'",,,,,,
ps_coder1_ph1,ps_meal_microstructure_phase_1,"Coder 1 - Phase 1 Behavioral Coding",text,"First Coder for Phase 1",,,,,,,"[ps_meal_code_ph1] = '1'",y,,,,,
ps_coder1_date_ph1,ps_meal_microstructure_phase_1,,text,"First Coder for Phase 1 Date",,,date_mdy,,,,"[ps_meal_code_ph1] = '1'",y,,,,,
ps_vidload_coder1,ps_meal_microstructure_phase_1,,radio,"[ps_meal:checked] loaded into ObserverXT for Coder 1
","0, Incomplete | 1, Complete | 2, Errors",,,,,,"[ps_coder1_date_ph1] <> ''",y,,,,,
ps_vidload_coder1_issue,ps_meal_microstructure_phase_1,,notes,"Detail Issues with loading [ps_meal:checked] into ObserverXT:

1) Copy exact error message/issue in text box
2) Email Senior RA with error/issue 
3) Mark status as 'Incomplete' at bottom of form",,,,,,,"[ps_vidload_coder1] = '2'",y,,,,,
ps_vidload_coder1_resolve,ps_meal_microstructure_phase_1,,radio,"[ps_meal:checked] ObserverXT issues:","0, Unresolved | 1, Resolved",,,,,,"[ps_vidload_coder1] = '2'",y,,,,,
ps_coder1_crop_start,ps_meal_microstructure_phase_1,,radio,"First Coder: Was video cropped at the start (i.e., starts after meal duration started)?","0, No | 1, Yes",,,,,,"[ps_coder1_date_ph1] <> ''",,,,,,
ps_coder1_crop_end,ps_meal_microstructure_phase_1,,radio,"First Coder: Was video cropped at the end (i.e., ends before meal duration ends)?","0, No | 1, Yes",,,,,,"[ps_coder1_date_ph1] <> ''",,,,,,
ps_coder1_childtalk,ps_meal_microstructure_phase_1,,radio,"First Coder: Did the child talk during the meal (i.e., child transcription)?","0, No | 1, Yes",,,,,,"[ps_coder1_date_ph1] <> ''",,,,,,
ps_coder1_q_ph1,ps_meal_microstructure_phase_1,,notes,"First Coder notes or questions:

Be sure to note the @time:

Ex: verify @##.## - second bite or not?
",,,,,,,"[ps_coder1_date_ph1] <> ''",,,,,," @MAXCHECKED=1"
ps_coder1_qcheck_ph1,ps_meal_microstructure_phase_1,,radio,"First coder questions and/or notes  resolved
","0, Incomplete | 1, Complete",,,,,,[ps_coder1_q_ph1]<>'',y,,,,,
ps_coder2_ph1,ps_meal_microstructure_phase_1," Coder 2 - Phase 1 Behavioral Coding",text,"Second Coder for Phase 1",,,,,,,[ps_coder1_date_ph1]<>'',y,,,,,
ps_coder2_date_ph1,ps_meal_microstructure_phase_1,,text,"Second Coder for Phase 1 Date",,,date_mdy,,,,[ps_coder1_date_ph1]<>'',y,,,,,
ps_vidload_coder2,ps_meal_microstructure_phase_1,,radio,"[ps_meal:checked] loaded into ObserverXT for Coder 2
","0, Incomplete | 1, Complete | 2, Errors",,,,,,[ps_coder2_date_ph1]<>'',y,,,,,
ps_vidload_issue_coder2,ps_meal_microstructure_phase_1,,notes,"Detail Issues with loading [ps_meal:checked] into ObserverXT

1) Copy exact error message/issue in text box
2) Email Senior RA with error/issue 
3) Mark status as 'Incomplete' at bottom of form",,,,,,,"[ps_vidload_coder2] = '2'",y,,,,,
ps_vidload_resolve_coder2,ps_meal_microstructure_phase_1,,radio,"[ps_meal:checked] ObserverXT issues:","0, Unresolved | 1, Resolved",,,,,,"[ps_vidload_coder2] = '2'",y,,,,,
ps_coder2_crop_start,ps_meal_microstructure_phase_1,,radio,"Second Coder: Was video cropped at the start (i.e., starts after meal duration starts)?","0, No | 1, Yes",,,,,,"[ps_coder2_date_ph1] <> ''",,,,,,
ps_coder2_crop_end,ps_meal_microstructure_phase_1,,radio,"Second Coder: Was video cropped at the end (i.e., ends before meal duration ends)?","0, No | 1, Yes",,,,,,"[ps_coder2_date_ph1] <> ''",,,,,,
ps_coder2_childtalk,ps_meal_microstructure_phase_1,,radio,"Second Coder: Did the child talk during the meal (i.e., child transcription)?","0, No | 1, Yes",,,,,,"[ps_coder2_date_ph1] <> ''",,,,,,
ps_coder2_q_ph1,ps_meal_microstructure_phase_1,,notes,"Second Coder notes or questions:

Be sure to note the @time:

Ex: verify @##.## - second bite or not?
",,,,,,,[ps_coder2_date_ph1]<>'',,,,,," @MAXCHECKED=1"
ps_coder2_qcheck_ph1,ps_meal_microstructure_phase_1,,radio,"Second coder questions and/or notes  resolved
","0, Incomplete | 1, Complete",,,,,,[ps_coder2_q_ph1]<>'',y,,,,,
ps_irr_ph1,ps_meal_microstructure_phase_1,"Reliability - Phase 1 Behavioral Coding",radio,"Phase 1 reliability checked
","0, Incomplete | 1, Good Reliability | 2, Poor Reliability",,,,,,"[ps_coder2_date_ph1] <> ''",y,,,,,
ps_irr_issues_ph1,ps_meal_microstructure_phase_1,,notes,"Phase 1 reliability issues
",,,,,,,[ps_irr_ph1]='2',y,,,,,
ps_irr_recode_ph1,ps_meal_microstructure_phase_1,,radio,"Phase 1 re-coded to improve reliability
","0, Incomplete | 1, Complete",,,,,,[ps_irr_ph1]='2',y,,,,,
ps_irr_recode_check_ph1,ps_meal_microstructure_phase_1,,radio,"Phase 1 re-coded reliability checked
","0, Incomplete | 1, Good Reliability | 2, Poor Reliability",,,,,,"[ps_irr_recode_ph1] = '1'",y,,,,,
ps_ph2recode,ps_meal_microstructure_phase_1,,yesno,"Re-Coded after Phase 2?",,,,,,,[ps_meal_code_ph1]='1',,,,,,
ps_recodeph2_coder1,ps_meal_microstructure_phase_1,,text,"First Coder for Phase 2 Re-Code",,,,,,,"[ps_ph2recode] = 1",y,,,,,
ps_recodeph2_coder1_date,ps_meal_microstructure_phase_1,,text,"First Coder for Phase 2 Re-Code Date",,,date_mdy,,,,"[ps_ph2recode] = 1",y,,,,,
ps_recodeph2_coder2,ps_meal_microstructure_phase_1,,text,"Second Coder for Phase 2 Re-Code",,,,,,,"[ps_ph2recode] = 1",y,,,,,
ps_recodeph2_coder2_date,ps_meal_microstructure_phase_1,,text,"Second Coder for Phase 2 Re-Code Date",,,date_mdy,,,,"[ps_ph2recode] = 1",y,,,,,
ps_meal_exist_check,ps_meal_microstructure_reliability_checks,,radio,"Confirm meal video was not collected:","1, Yes | 0, No",,,,,,[ps_meal_exist]='0',,,,,,
ps_meal_check_rc,ps_meal_microstructure_reliability_checks,,radio,"Confirm Meal Portion Size Matches [ps_meal:checked]","0, No | 1, Yes",,,,,,[ps_meal_exist]='1',,,,,,
ps_meal_reason_check_rc,ps_meal_microstructure_reliability_checks,,radio,"Confirm reason for no coding meal: [ps_meal_reason_ph1]","1, Yes | 0, No",,,,,,"[ps_meal_code_ph1] = '0'",,,,,,
ps_coder_rc,ps_meal_microstructure_reliability_checks,,text,"Coder checking reliability/validating coding",,,,,,,"[ps_meal_exist]='1' OR [ps_meal_code_ph1] = '1'",y,,,,,
ps_date_rc,ps_meal_microstructure_reliability_checks,,text,"Reliability Check/Validation Date",,,date_mdy,,,,"[ps_meal_check_rc] = '1' AND [ps_meal_code_ph1] = '1'",y,,,,,
ps_bitesip_rc,ps_meal_microstructure_reliability_checks,,radio,"Check reliability of bites and sips:","0, Incomplete | 1, Complete | 2, Errors",,,,,,"[ps_date_rc] <> ''",,,,,,
ps_bitesip_error_rc,ps_meal_microstructure_reliability_checks,,notes,"Detail issues with number of bites and sips:
",,,,,,,"[ps_bitesip_rc] = '2'",y,,,,," @MAXCHECKED=1"
ps_bitesip_resolve_rc,ps_meal_microstructure_reliability_checks,,radio,"Resolve issues with number of bites and sips
","0, Unresolved | 1, Resolved",,,,,,"[ps_bitesip_error_rc] <> ''",y,,,,,
ps_mealdur_rc,ps_meal_microstructure_reliability_checks,,radio,"Check reliability of meal duration:","0, Incomplete | 1, Complete | 2, Errors",,,,,,"[ps_date_rc] <> ''",,,,,,
ps_mealdur_error_rc,ps_meal_microstructure_reliability_checks,,notes,"Detail issues with meal duration:
",,,,,,,"[ps_mealdur_rc] = '2'",y,,,,," @MAXCHECKED=1"
ps_mealdur_resolve_rc,ps_meal_microstructure_reliability_checks,,radio,"Resolve issues with meal duration","0, Unresolved | 1, Resolved",,,,,,"[ps_mealdur_error_rc] <> ''",y,,,,,
ps_meal_exist_check_ph2,ps_meal_microstructure_phase_2,,yesno,"Confirm meal video was not collected:",,,,,,,[ps_meal_exist]='0',,,,,,"1, Yes
0, No"
ps_meal_check_ph2,ps_meal_microstructure_phase_2,,radio,"Confirm Meal Portion Size Matches [ps_meal:checked]","0, No | 1, Yes",,,,,,[ps_meal_exist]='1',,,,,,
ps_meal_reason_check_ph2,ps_meal_microstructure_phase_2,,radio,"Confirm reason for no coding meal: [ps_meal_reason_ph1]",,,,,,,"[ps_meal_code_ph1] = '0'",,,,,,"1, Yes
0, No"
ps_coder1_ph2,ps_meal_microstructure_phase_2,"Coder 1 - Phase 2 Behavioral Coding",text,"First Coder for Phase 2",,,,,,,"[ps_meal_check_ph2] = '1' AND [ps_meal_code_ph1] = '1'",y,,,,,
ps_coder1_date_ph2,ps_meal_microstructure_phase_2,,text,"First Coder for Phase 2 Date",,,date_mdy,,,,"[ps_meal_check_ph2] = '1' AND [ps_meal_code_ph1] = '1'",y,,,,,
ps_coder1_start_affect,ps_meal_microstructure_phase_2,,radio,"First Coder: Rate Start of Meal Affect","2, Laughter, clapping, moving hands to show excitement, open mouth smiles, explicit and direct verbal excitement and approval (2) | 1, Slight smiles, shaking head yes, verbal suggestion of approval (1) | 0, Shows no emotion or reaction to meal start/end. Completely neutral (0) | -1, Frowning, shaking head, looking confused/disgusted, any verbal suggestion of dislike or disapproval (-1) | -2, Vigorously shaking head or waving hands to reject food, explicit and direct negative verbal remark (-2) | 99, Meal starts or ends outside of video, so affect cannot be ranked (n/a)",,,,,,"[ps_coder1_date_ph2] <> ''",,,,,,
ps_coder1_end_affect,ps_meal_microstructure_phase_2,,radio,"First Coder: Rate End of Meal Affect
","2, Laughter, clapping, moving hands to show excitement, open mouth smiles, explicit and direct verbal excitement and approval (2) | 1, Slight smiles, shaking head yes, verbal suggestion of approval (1) | 0, Shows no emotion or reaction to meal start/end. Completely neutral (0) | -1, Frowning, shaking head, looking confused/disgusted, any verbal suggestion of dislike or disapproval (-1) | -2, Vigorously shaking head or waving hands to reject food, explicit and direct negative verbal remark (-2) | 99, Meal starts or ends outside of video, so affect cannot be ranked (n/a)",,,,,,"[ps_coder1_date_ph2] <> ''",,,,,,
ps_coder1_distraction,ps_meal_microstructure_phase_2,,radio,"First Coder - Did distraction behaviors occur?

Mark if any active distraction behaviors occurred (e.g., if the child gets up from the chair)","0, No | 1, Yes",,,,,,"[ps_coder1_date_ph2] <> ''",,,,,," @MAXCHECKED=1"
ps_coder1_story,ps_meal_microstructure_phase_2,,radio,"First Coder: Visible Engagement with Story?


","0, None - They did not engage with the story in a visible and clear way. | 1, During active eating time - at least once, the child the kid asked questions about the story or engaged with the researcher about the story (making comments, laughing, getting up to look at book) DURING an episode of active eating | 2, Not during active eating time - at least once, the child asked questions about the story or engaged with the researcher about the story (making comments, laughing, getting up to look at book) separate from active eating",,,,,,"[ps_coder1_date_ph2] <> ''",,,,,,
ps_coder1_rprompt,ps_meal_microstructure_phase_2,,radio,"First Coder: Did the researcher prompt the end of the meal?

Mark this if the researcher asks if the child is done eating (while they are clearly not finished or having not given any indication that they are finished). ","0, No | 1, Yes",,,,,,"[ps_coder1_date_ph2] <> ''",,,,,,
ps_coder1_q_ph2,ps_meal_microstructure_phase_2,,notes,"First Coder notes or questions:

Be sure to note the @time:

Ex: verify @##.## - second bite or not?
",,,,,,,"[ps_coder1_date_ph2] <> ''",,,,,," @MAXCHECKED=1"
ps_coder1_qcheck_ph2,ps_meal_microstructure_phase_2,,radio,"First coder questions and/or notes  resolved
","0, Incomplete | 1, Complete",,,,,,[ps_coder1_q_ph2]<>'',y,,,,,
ps_coder2_ph2,ps_meal_microstructure_phase_2,"Coder 2 - Phase 2 Behavioral Coding",text,"Second Coder for Phase 2",,,,,,,"[ps_coder1_date_ph2] <> ''",y,,,,,
ps_coder2_date_ph2,ps_meal_microstructure_phase_2,,text,"Second Coder for Phase 2 Date",,,date_mdy,,,,[ps_coder1_date_ph2]<>'',y,,,,,
ps_coder2_start_affect,ps_meal_microstructure_phase_2,,radio,"Second Coder: Rate Start of Meal Affect","2, Laughter, clapping, moving hands to show excitement, open mouth smiles, explicit and direct verbal excitement and approval (2) | 1, Slight smiles, shaking head yes, verbal suggestion of approval (1) | 0, Shows no emotion or reaction to meal start/end. Completely neutral (0) | -1, Frowning, shaking head, looking confused/disgusted, any verbal suggestion of dislike or disapproval (-1) | -2, Vigorously shaking head or waving hands to reject food, explicit and direct negative verbal remark (-2) | 99, Meal starts or ends outside of video, so affect cannot be ranked (n/a)",,,,,,"[ps_coder2_date_ph2] <> ''",,,,,,
ps_coder2_end_affect,ps_meal_microstructure_phase_2,,radio,"Second Coder: Rate End of Meal Affect","2, Laughter, clapping, moving hands to show excitement, open mouth smiles, explicit and direct verbal excitement and approval (2) | 1, Slight smiles, shaking head yes, verbal suggestion of approval (1) | 0, Shows no emotion or reaction to meal start/end. Completely neutral (0) | -1, Frowning, shaking head, looking confused/disgusted, any verbal suggestion of dislike or disapproval (-1) | -2, Vigorously shaking head or waving hands to reject food, explicit and direct negative verbal remark (-2) | 99, Meal starts or ends outside of video, so affect cannot be ranked (n/a)",,,,,,"[ps_coder2_date_ph2] <> ''",,,,,,
ps_coder2_distraction,ps_meal_microstructure_phase_2,,radio,"Second Coder - Did distraction behaviors occur?

Mark if any active distraction behaviors occurred (e.g., if the child gets up from the chair)","0, No | 1, Yes",,,,,,"[ps_coder2_date_ph2] <> ''",,,,,," @MAXCHECKED=1"
ps_coder2_story,ps_meal_microstructure_phase_2,,radio,"Second Coder: Visible Engagement with Story?","0, None - They did not engage with the story in a visible and clear way. | 1, During active eating time - at least once, the child the kid asked questions about the story or engaged with the researcher about the story (making comments, laughing, getting up to look at book) DURING an episode of active eating | 2, Not during active eating time - at least once, the child asked questions about the story or engaged with the researcher about the story (making comments, laughing, getting up to look at book) separate from active eating",,,,,,"[ps_coder2_date_ph2] <> ''",,,,,,
ps_coder2_rprompt,ps_meal_microstructure_phase_2,,radio,"Second Coder: Did the researcher prompt the end of the meal?

Mark this if the researcher asks if the child is done eating (while they are clearly not finished or having not given any indication that they are finished). ","0, No | 1, Yes",,,,,,"[ps_coder2_date_ph2] <> ''",,,,,,
ps_coder2_q_ph2,ps_meal_microstructure_phase_2,,notes,"Second Coder notes or questions:

Be sure to note the @time:

Ex: verify @##.## - second bite or not?
",,,,,,,[ps_coder2_date_ph2]<>'',,,,,," @MAXCHECKED=1"
ps_coder2_qcheck_ph2,ps_meal_microstructure_phase_2,,radio,"Second coder questions and/or notes  resolved
","0, Incomplete | 1, Complete",,,,,,[ps_coder2_q_ph2]<>'',y,,,,,
ps_irr_ph2,ps_meal_microstructure_phase_2,"Reliability - Phase 2 Behavioral Coding",radio,"Phase 2 reliability checked
","0, Incomplete | 1, Good Reliability | 2, Poor Reliability",,,,,,"[ps_coder2_date_ph2] <> ''",y,,,,,
ps_irr_issues_ph2,ps_meal_microstructure_phase_2,,notes,"Phase 2 reliability issues
",,,,,,,[ps_irr_ph2]='2',y,,,,," @MAXCHECKED=1"
ps_irr_recode_ph2,ps_meal_microstructure_phase_2,,radio,"Phase 2 re-coded to improve reliability
","0, Incomplete | 1, Complete",,,,,,[ps_irr_ph2]='2',y,,,,,
ps_irr_recode_check_ph2,ps_meal_microstructure_phase_2,,radio,"Phase 2 re-coded reliability checked
","0, Incomplete | 1, Good Reliability | 2, Poor Reliability",,,,,,"[ps_irr_recode_ph2] = '1'",y,,,,,
v1v7_ok,microstructure_new,,yesno,"Meal Video Collected?",,,,,,,,,,,,,
ms_coding,microstructure_new,,radio,"Participant videos ready to be coded?","1, Yes | 2, No",,,,,,[v1v7_ok]='1',,,,,,
v1v7_meal_exist,v1v7_meal_microstructure_phase_1,,yesno,"Meal Video Collected?",,,,,,,,,,,,,
v1v7_meal,v1v7_meal_microstructure_phase_1,,radio,"Meal Visit:","0, Visit 1 (baseline) | 1, Visit 7 (follow-up)",,,,,,[v1v7_meal_exist]='1',,,,,,
v1v7_visit_age,v1v7_meal_microstructure_phase_1,,calc,"Age at [v1v7_meal:checked] Meal","if([v1v7_meal] = '0', [baseline_arm_1][v1_age], if([v1v7_meal] = '1', [baseline_arm_1][v7_age], 'NaN'))",,,,,,[v1v7_meal_exist]='1',,,,,,
v1v7_meal_reader,v1v7_meal_microstructure_phase_1,,radio,"Was the Parent or the Researcher Reading to the Child During the Meal?","0, Researcher | 1, Parent | 2, Audible",,,,,,[v1v7_meal_exist]='1',y,,,,,
v1v7_savedraw_cloud,v1v7_meal_microstructure_phase_1,,radio,"1) Meal was saved on OneDrive

Save to: .../Participant_Data/Noldus Videos/Visit X/Raw
","0, Incomplete | 1, Complete | 2, Error",,,,,,[v1v7_meal_exist]='1',y,,,,,
v1v7_videosaveraw_notes,v1v7_meal_microstructure_phase_1,,notes,"Meal Video Saving Error:

1) Copy exact error message/issue in text box
2) Email Senior RA with error/issue 
3) Mark status as 'Incomplete' at bottom of form",,,,,,,[v1v7_savedraw_cloud]='2',y,,,,,
v1v7_resolve_saveraw,v1v7_meal_microstructure_phase_1,,radio,"Resolve Error Saving Meal Video","0, Unresolved | 1, Resolved",,,,,,[v1v7_savedraw_cloud]='2',y,,,,,
